motif_id,tf,cand_hit,cand_n,hypo_hit,hypo_n,hyper_hit,hyper_n,bg_hit,bg_n,or,p_fisher,p_bh
MA1144.2,FOSL2::JUND,32,166,10,61,22,105,526,2458,0.8771352363657,0.557713660547485,1
MA0876.2,BSX,157,166,54,61,103,105,2349,2458,0.809469750721347,0.558942125235967,1
MA1566.1,TBX3,109,166,43,61,66,105,1554,2458,1.11242069136806,0.560754969492045,1
MA0528.1,ZNF263,9,166,5,61,4,105,110,2458,1.22362478286045,0.561052563447653,1
MA1150.1,RORB,33,166,10,61,23,105,540,2458,0.881286549707602,0.561794017892906,1
MA1152.1,SOX15,132,166,43,61,89,105,1903,2458,1.13226793607616,0.565516370014112,1
MA2675.1,HOMEZ,16,166,4,61,12,105,208,2458,1.15384615384615,0.566598376865295,1
MA1578.1,VEZF1,71,166,29,61,42,105,991,2458,1.1063465930214,0.567593067691241,1
MA1500.1,HOXB6,124,166,39,61,85,105,1887,2458,0.893380775733717,0.569548538434414,1
MA0052.5,MEF2A,100,166,29,61,71,105,1421,2458,1.10570874117672,0.570129228882556,1
MA2552.1,ZNF367,67,166,21,61,46,105,1051,2458,0.906005824178992,0.570968016027946,1
MA0490.1,JUNB,42,166,16,61,26,105,575,2458,1.10920056100982,0.571115473087831,1
MA0772.2,IRF7,1,166,0,61,1,105,12,2458,1.23535353535354,0.573263392758663,1
MA0797.1,TGIF2,1,166,0,61,1,105,12,2458,1.23535353535354,0.573263392758663,1
MA1978.1,ZNF354A,1,166,0,61,1,105,12,2458,1.23535353535354,0.573263392758663,1
MA2556.1,ZNF510,1,166,0,61,1,105,12,2458,1.23535353535354,0.573263392758663,1
MA0122.2,NKX3-2,71,166,23,61,48,105,1110,2458,0.907614983404457,0.573278199570152,1
MA1120.1,SOX13,85,166,32,61,53,105,1321,2458,0.903215857795722,0.573689436503158,1
MA0680.1,PAX7,9,166,4,61,5,105,115,2458,1.16793132096372,0.574548817694413,1
MA1497.1,HOXA6,81,166,25,61,56,105,1143,2458,1.09634089856415,0.574624379840572,1
MA0593.2,FOXP2,81,166,26,61,55,105,1256,2458,0.911970775571375,0.575433593528931,1
MA0800.1,EOMES,6,166,4,61,2,105,124,2458,0.705846774193548,0.577292447943921,1
MA0153.1,HNF1B,6,166,2,61,4,105,124,2458,0.705846774193548,0.577292447943921,1
MA2546.1,ZNF131,6,166,0,61,6,105,124,2458,0.705846774193548,0.577292447943921,1
MA1124.1,ZNF24,6,166,2,61,4,105,125,2458,0.6999,0.578350420239826,1
MA0476.1,FOS,45,166,21,61,24,105,615,2458,1.1144930457569,0.579192686446002,1
MA0770.1,HSF2,2,166,0,61,2,105,55,2458,0.532815964523282,0.580501126340895,1
MA0062.3,GABPA,13,166,5,61,8,105,235,2458,0.803754693366708,0.582713989456976,1
MA1125.1,ZNF384,137,166,41,61,96,105,2069,2458,0.888201863302278,0.583666515052192,1
MA0686.1,SPDEF,2,166,2,61,0,105,57,2458,0.513692768506633,0.583840397798879,1
MA1118.2,SIX1,29,166,8,61,21,105,391,2458,1.11902850635653,0.584939065078147,1
MA1130.1,FOSL2::JUN,24,166,8,61,16,105,400,2458,0.869577464788732,0.587326913834035,1
MA1128.2,FOSL1::JUN,42,166,16,61,26,105,674,2458,0.896525318273189,0.589974938488013,1
MA1130.2,FOSL2::JUN,42,166,16,61,26,105,674,2458,0.896525318273189,0.589974938488013,1
MA1536.1,NR2C2,161,166,59,61,102,105,2401,2458,0.764431486880467,0.591813370646955,1
MA0504.2,NR2C2,5,166,3,61,2,105,57,2458,1.30816170861937,0.591813370646956,1
MA0506.1,NRF1,14,166,1,61,13,105,248,2458,0.820776740237691,0.592508089326958,1
MA0767.2,GCM2,14,166,1,61,13,105,251,2458,0.809865799958062,0.59364167197516,1
MA0052.3,MEF2A,7,166,2,61,5,105,135,2458,0.757558816678314,0.596022324330246,1
MA0495.4,MAFF,10,166,4,61,6,105,130,2458,1.14792899408284,0.596115808139286,1
MA0116.2,ZNF423,7,166,3,61,4,105,136,2458,0.751664816870144,0.596244113915563,1
MA0154.5,EBF1,7,166,2,61,5,105,138,2458,0.740133078115031,0.59723148644421,1
MA0879.2,DLX1,134,166,39,61,95,105,2026,2458,0.8928923988154,0.599020037363655,1
MA1476.1,DLX5,134,166,39,61,95,105,2026,2458,0.8928923988154,0.599020037363655,1
MA0596.1,SREBF2,52,166,17,61,35,105,724,2458,1.09246874091306,0.599120654730553,1
MA1116.2,RBPJ,155,166,57,61,98,105,2321,2458,0.831733970467275,0.600026267625582,1
MA0759.2,ELK3,11,166,3,61,8,105,137,2458,1.20230751118437,0.600026267625582,1
MA1527.1,NFIC,1,166,0,61,1,105,13,2458,1.13986013986014,0.600394100074658,1
MA0727.2,NR3C2,1,166,1,61,0,105,13,2458,1.13986013986014,0.600394100074658,1
MA0829.3,SREBF1,53,166,13,61,40,105,738,2458,1.09312420557834,0.600911790129438,1
MA0649.1,HEY2,15,166,6,61,9,105,262,2458,0.832617157878772,0.601914039041897,1
MA0793.2,POU6F2,48,166,19,61,29,105,766,2458,0.898526353055716,0.603159826217956,1
MA0481.2,FOXP1,55,166,12,61,43,105,766,2458,1.09448874461929,0.604329955755707,1
MA2457.1,ZNF260,5,166,3,61,2,105,61,2458,1.22034416047246,0.607152887007024,1
MA1137.2,FOSL1::JUNB,57,166,23,61,34,105,795,2458,1.09388956205643,0.60780143141733,1
MA0028.2,ELK1,11,166,3,61,8,105,143,2458,1.14888337468983,0.609997229964874,1
MA0724.1,VENTX,53,166,15,61,38,105,837,2458,0.908353686258339,0.611931354667876,1
MA0103.2,ZEB1,106,166,38,61,68,105,1617,2458,0.918841475984333,0.613154667936463,1
MA0052.2,MEF2A,8,166,3,61,5,105,151,2458,0.773576997233632,0.614110276135668,1
MA1509.1,IRF6,5,166,2,61,3,105,63,2458,1.18061717440599,0.616490346042521,1
MA2492.1,ZNF18,58,166,22,61,36,105,914,2458,0.907204797795607,0.618498609405404,1
MA0640.1,ELF3,0,166,0,61,0,105,15,2458,0,0.618766785128696,1
MA1485.1,FERD3L,0,166,0,61,0,105,15,2458,0,0.618766785128696,1
MA1521.2,MAFA,0,166,0,61,0,105,15,2458,0,0.618766785128696,1
MA1588.1,ZNF136,0,166,0,61,0,105,15,2458,0,0.618766785128696,1
MA1589.2,ZNF140,0,166,0,61,0,105,15,2458,0,0.618766785128696,1
MA0163.1,PLAG1,0,166,0,61,0,105,16,2458,0,0.619068771321644,1
MA1594.1,ZNF382,0,166,0,61,0,105,16,2458,0,0.619068771321644,1
MA0753.1,ZNF740,17,166,4,61,13,105,294,2458,0.839793635575035,0.619280684905535,1
MA1104.1,GATA6,31,166,11,61,20,105,505,2458,0.888052805280528,0.619566126902312,1
MA2515.1,ZNF865,3,166,2,61,1,105,67,2458,0.656807984616794,0.623257631789828,1
MA0507.3,POU2F2,3,166,1,61,2,105,68,2458,0.646878383255143,0.623340567534231,1
MA0789.1,POU3F4,32,166,11,61,21,105,518,2458,0.89436984959373,0.623464254998389,1
MA0472.2,EGR2,0,166,0,61,0,105,18,2458,0,0.62397249914675,1
MA0784.3,POU1F1,0,166,0,61,0,105,18,2458,0,0.62397249914675,1
MA1149.2,RARA::RXRG,0,166,0,61,0,105,18,2458,0,0.62397249914675,1
MA1571.1,TGIF2LX,0,166,0,61,0,105,18,2458,0,0.62397249914675,1
MA0462.2,BATF::JUN,38,166,15,61,23,105,522,2458,1.10105363984674,0.624715336393599,1
MA0072.1,RORA,3,166,0,61,3,105,71,2458,0.61876782165385,0.625586590478501,1
MA1709.1,ZIM3,3,166,3,61,0,105,71,2458,0.61876782165385,0.625586590478501,1
MA0063.2,NKX2-5,66,166,24,61,42,105,1032,2458,0.911976744186047,0.625921278885544,1
MA2602.1,ZBED5,71,166,24,61,47,105,1005,2458,1.08052369730296,0.625978630973599,1
MA0820.1,FIGLA,100,166,32,61,68,105,1432,2458,1.08557643473845,0.626674872461546,1
MA0809.3,TEAD4,67,166,25,61,42,105,1045,2458,0.91509351892127,0.626677503780241,1
MA1517.1,KLF6,67,166,28,61,39,105,1044,2458,0.916618290181509,0.626777714915777,1
MA0104.5,MYCN,18,166,7,61,11,105,309,2458,0.845840986617686,0.626802359135826,1
MA0486.1,HSF1,3,166,1,61,2,105,72,2458,0.609918200408998,0.626965758937137,1
MA2540.1,SP140L,92,166,30,61,62,105,1411,2458,0.922519968586588,0.627410812669678,1
MA0760.2,ERF,23,166,11,61,12,105,306,2458,1.1311303076009,0.627568346898954,1
MA0037.2,GATA3,98,166,32,61,66,105,1402,2458,1.08550809767559,0.627865510869911,1
MA0638.2,CREB3,0,166,0,61,0,105,19,2458,0,0.628213109446728,1
MA0139.1,CTCF,0,166,0,61,0,105,19,2458,0,0.628213109446728,1
MA0501.2,MAF::NFE2,3,166,3,61,0,105,73,2458,0.601311034540718,0.628641627905474,1
MA0806.1,TBX4,95,166,35,61,60,105,1351,2458,1.09637097194566,0.628720471190562,1
MA0079.3,SP1,88,166,28,61,60,105,1353,2458,0.921409214092141,0.629250067240438,1
MA1646.2,OSR2,87,166,39,61,48,105,1338,2458,0.921836862121814,0.629685888682867,1
MA1534.2,NR1I3,85,166,28,61,57,105,1313,2458,0.915112878809248,0.629786754032136,1
MA1725.1,ZNF189,23,166,6,61,17,105,310,2458,1.11445973381457,0.630044282840069,1
MA0750.3,ZBTB7A,34,166,6,61,28,105,551,2458,0.891464554803938,0.630208528567735,1
MA0695.1,ZBTB7C,6,166,3,61,3,105,71,2458,1.26073943661972,0.630602632566673,1
MA2568.1,ZNF568,23,166,5,61,18,105,311,2458,1.11035909428192,0.630855372548186,1
MA0471.1,E2F6,79,166,27,61,52,105,1219,2458,0.922944188283217,0.631167810191877,1
MA0147.4,MYC,40,166,12,61,28,105,552,2458,1.09615827007131,0.631692230530848,1
MA0693.2,VDR,143,166,49,61,94,105,2146,2458,0.903926415170793,0.631741577708409,1
MA0501.1,MAF::NFE2,0,166,0,61,0,105,20,2458,0,0.633433674936869,1
MA0073.1,RREB1,0,166,0,61,0,105,20,2458,0,0.633433674936869,1
MA1712.2,ZNF454,0,166,0,61,0,105,20,2458,0,0.633433674936869,1
MA1123.1,TWIST1,35,166,16,61,19,105,567,2458,0.891056450852888,0.633499344389093,1
MA0076.3,ELK4,36,166,8,61,28,105,581,2458,0.894637892228254,0.63650516948228,1
MA0666.2,MSX1,124,166,34,61,90,105,1878,2458,0.911810943759826,0.637358149563267,1
MA0481.1,FOXP1,20,166,9,61,11,105,339,2458,0.856265405907787,0.640296652861557,1
MA1953.1,FOXO1::ELF1,6,166,2,61,4,105,75,2458,1.1915,0.641060125545416,1
MA1954.1,FOXO1::ELK1,6,166,3,61,3,105,75,2458,1.1915,0.641060125545416,1
MA1657.2,ZNF652,25,166,8,61,17,105,338,2458,1.11209031012632,0.642049757187057,1
MA1964.2,SMAD2,141,166,47,61,94,105,2119,2458,0.902293534686173,0.64266391489321,1
MA1959.2,KLF7,121,166,43,61,78,105,1836,2458,0.910941660614863,0.645142726444452,1
MA0058.3,MAX,45,166,11,61,34,105,624,2458,1.09305467260013,0.645553246435797,1
MA1518.1,LHX1,145,166,47,61,98,105,2106,2458,1.15407226518338,0.645926155498581,1
MA0713.1,PHOX2A,21,166,9,61,12,105,353,2458,0.863631923415063,0.646115467672093,1
MA2687.1,ZNF251,2,166,0,61,2,105,20,2458,1.48658536585366,0.646266977990368,1
MA0648.2,GSC,140,166,47,61,93,105,2107,2458,0.897009966777409,0.647095259843562,1
MA0891.2,GSC2,140,166,47,61,93,105,2107,2458,0.897009966777409,0.647095259843562,1
MA0682.3,PITX1,140,166,47,61,93,105,2107,2458,0.897009966777409,0.647095259843562,1
MA0714.2,PITX3,140,166,47,61,93,105,2107,2458,0.897009966777409,0.647095259843562,1
MA0850.1,FOXP3,140,166,45,61,95,105,2106,2458,0.89999269486449,0.647557506498615,1
MA0682.2,PITX1,140,166,47,61,93,105,2106,2458,0.89999269486449,0.647557506498615,1
MA0025.1,NFIL3,26,166,3,61,23,105,354,2458,1.10379338175948,0.648682159865124,1
MA1144.1,FOSL2::JUND,22,166,6,61,16,105,364,2458,0.878891941391941,0.651435756529814,1
MA0764.2,ETV4,144,166,55,61,89,105,2096,2458,1.13046495489244,0.651652157537964,1
MA0157.2,FOXO3,43,166,9,61,34,105,682,2458,0.910378370645877,0.654418062582595,1
MA2543.1,ZBTB47,11,166,4,61,7,105,193,2458,0.832859769346482,0.654939403450672,1
MA0636.1,BHLHE41,6,166,1,61,5,105,79,2458,1.12927215189873,0.655117707108141,1
MA1972.1,ZFP14,4,166,3,61,1,105,82,2458,0.715447154471545,0.655628034645024,1
MA0160.2,NR4A2,44,166,12,61,32,105,698,2458,0.909389825731598,0.656478145588769,1
MA0687.1,SPIC,4,166,0,61,4,105,85,2458,0.689324618736383,0.656673554212445,1
MA0910.2,HOXD8,122,166,39,61,83,105,1763,2458,1.09304903831279,0.656727581342235,1
MA0490.2,JUNB,15,166,5,61,10,105,196,2458,1.1464387079335,0.657142515362345,1
MA1151.1,RORC,23,166,5,61,18,105,384,2458,0.868699009324009,0.657397064529612,1
MA0502.2,NFYB,15,166,5,61,10,105,197,2458,1.14011496957676,0.657899247574791,1
MA1725.2,ZNF189,45,166,17,61,28,105,716,2458,0.904820167136064,0.65863312576483,1
MA0694.2,ZBTB7B,4,166,2,61,2,105,88,2458,0.664983164983165,0.659924345816907,1
MA0090.4,TEAD1,46,166,13,61,33,105,726,2458,0.914508723599633,0.660516042783491,1
MA0491.2,JUND,15,166,5,61,10,105,200,2458,1.12152317880795,0.660798179744002,1
MA1977.2,ZNF324,2,166,1,61,1,105,22,2458,1.35033259423503,0.661507279006166,1
MA1110.1,NR1H4,24,166,11,61,13,105,393,2458,0.888076550908505,0.661781669131941,1
MA0496.1,MAFK,7,166,2,61,5,105,87,2458,1.1998120436637,0.663220502289651,1
MA2514.1,ZNF853,48,166,17,61,31,105,755,2458,0.917544056572006,0.664176748162916,1
MA0875.2,BARX1,151,166,50,61,101,105,2255,2458,0.906223207686622,0.664601903468052,1
MA0639.1,DBP,16,166,2,61,14,105,213,2458,1.12425665101721,0.669285267619767,1
MA2326.1,IKZF2,159,166,57,61,102,105,2368,2458,0.863296332046332,0.669702049325482,1
MA1635.1,BHLHE22,114,166,42,61,72,105,1639,2458,1.09548505186089,0.670357326322401,1
MA1964.1,SMAD2,140,166,47,61,93,105,2037,2458,1.11287338091462,0.671103016254122,1
MA0634.2,ALX3,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0879.3,DLX1,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0882.1,DLX6,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0882.2,DLX6,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA1481.2,DRGX,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0612.3,EMX1,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0886.2,EMX2,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0027.3,EN1,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0890.2,GBX2,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0894.2,HESX1,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0654.2,ISX,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0699.2,LBX2,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0662.2,MIXL1,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0666.3,MSX1,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0708.3,MSX2,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0716.2,PRRX1,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0718.2,RAX,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0717.2,RAX2,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA1577.2,TLX2,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0721.2,UNCX,135,166,40,61,95,105,2034,2458,0.907793320011419,0.671582717381433,1
MA0790.2,POU4F1,16,166,7,61,9,105,218,2458,1.0960244648318,0.67469192974831,1
MA0141.4,ESRRB,13,166,7,61,6,105,224,2458,0.847397292250233,0.675311231771873,1
MA1630.3,ZNF281,56,166,16,61,40,105,877,2458,0.917756815590339,0.675455151507595,1
MA0871.3,TFEC,13,166,3,61,10,105,227,2458,0.835075292965938,0.675911988699804,1
MA0150.1,NFE2L2,13,166,8,61,5,105,229,2458,0.827039986300197,0.67678069238531,1
MA0102.4,CEBPA,7,166,4,61,3,105,93,2458,1.11956448231555,0.677832256641958,1
MA1642.1,NEUROG2,64,166,28,61,36,105,905,2458,1.07671974867295,0.67807279320507,1
MA0058.4,MAX,61,166,18,61,43,105,947,2458,0.926947251973651,0.680728995297088,1
MA0825.2,MNT,61,166,18,61,43,105,947,2458,0.926947251973651,0.680728995297088,1
MA0634.1,ALX3,97,166,27,61,70,105,1478,2458,0.932125277009668,0.682743624900808,1
MA2118.1,FOXS1,64,166,14,61,50,105,989,2458,0.931977239834255,0.68349166060542,1
MA0642.1,EN2,66,166,20,61,46,105,1024,2458,0.9242578125,0.6842804411656,1
MA0805.1,TBX1,67,166,24,61,43,105,1038,2458,0.925828613689885,0.684905341778587,1
MA1134.1,FOS::JUNB,18,166,5,61,13,105,240,2458,1.12398648648649,0.685483837520214,1
MA0650.1,HOXA13,68,166,24,61,44,105,1052,2458,0.927368666097618,0.685503460957621,1
MA1683.1,FOXA3,76,166,20,61,56,105,1085,2458,1.06859190988223,0.687191968390576,1
MA0656.2,JDP2,2,166,0,61,2,105,25,2458,1.18682926829268,0.687215855004302,1
MA0801.1,MGA,94,166,35,61,59,105,1351,2458,1.06976313841599,0.687820338990312,1
MA0672.1,NKX2-3,80,166,29,61,51,105,1143,2458,1.07021506032676,0.688316529286477,1
MA1132.2,JUN::JUNB,87,166,35,61,52,105,1328,2458,0.937071069086473,0.688416715104495,1
MA1517.2,KLF6,89,166,36,61,53,105,1275,2458,1.07244206773619,0.68867823302644,1
MA1498.1,HOXA7,130,166,45,61,85,105,1960,2458,0.917517006802721,0.69022575960952,1
MA1640.1,MEIS2,8,166,2,61,6,105,104,2458,1.1460564751704,0.690247740963786,1
MA0817.1,BHLHE23,8,166,2,61,6,105,105,2458,1.13465943339361,0.692181658450346,1
MA0765.2,ETV5,32,166,8,61,24,105,511,2458,0.909892806028566,0.692921100369965,1
MA1979.1,ZNF416,19,166,10,61,9,105,255,2458,1.11663331999466,0.693408984994048,1
MA0524.2,TFAP2C,19,166,9,61,10,105,257,2458,1.10693771672093,0.694516639319623,1
MA1644.1,NFYC,34,166,10,61,24,105,540,2458,0.914870931537598,0.698896943381787,1
MA0468.1,DUX4,16,166,7,61,9,105,272,2458,0.857254901960784,0.699894453143113,1
MA0813.1,TFAP2B,6,166,3,61,3,105,113,2458,0.77820796460177,0.700615220082753,1
MA0849.1,FOXO6,127,166,42,61,85,105,1910,2458,0.934299906027655,0.701106426731854,1
MA0510.1,RFX5,6,166,2,61,4,105,115,2458,0.764021739130435,0.701336289936777,1
MA2102.1,ZBTB17,6,166,2,61,4,105,118,2458,0.74364406779661,0.703626472895651,1
MA0037.3,GATA3,126,166,42,61,84,105,1895,2458,0.935857519788918,0.70386779160519,1
MA0908.1,HOXD11,17,166,7,61,10,105,287,2458,0.863059186680074,0.70658414918575,1
MA1728.1,ZNF549,37,166,13,61,24,105,585,2458,0.918319750877891,0.706691169266734,1
MA0842.3,NRL,9,166,3,61,6,105,118,2458,1.13678074058081,0.707277484023268,1
MA1138.2,FOSL2::JUNB,38,166,13,61,25,105,603,2458,0.913272180762852,0.709018233397524,1
MA0099.4,FOS::JUN,38,166,15,61,23,105,598,2458,0.923390468227425,0.709267911899197,1
MA0043.2,HLF,21,166,3,61,18,105,289,2458,1.08695859682615,0.709615502564038,1
MA1934.2,ERF::FIGLA,2,166,1,61,1,105,28,2458,1.05836236933798,0.714607192189798,1
MA0642.2,EN2,120,166,38,61,82,105,1811,2458,0.931985691306749,0.716076643043229,1
MA0114.4,HNF4A,7,166,2,61,5,105,126,2458,0.814814814814815,0.716956597237083,1
MA1950.2,FLI1::FOXI1,19,166,8,61,11,105,312,2458,0.889019710448282,0.71780064416777,1
MA0785.1,POU2F1,19,166,6,61,13,105,314,2458,0.882533905281858,0.717879032369456,1
MA1143.1,FOSL1::JUND,22,166,9,61,13,105,307,2458,1.07043973941368,0.717959171092879,1
MA0664.2,MLXIPL,47,166,11,61,36,105,663,2458,1.06930555027441,0.718297037988542,1
MA0131.1,HINFP,1,166,0,61,1,105,30,2458,0.490505050505051,0.718622935244953,1
MA0046.2,HNF1A,1,166,1,61,0,105,30,2458,0.490505050505051,0.718622935244953,1
MA0799.1,RFX4,1,166,1,61,0,105,30,2458,0.490505050505051,0.718622935244953,1
MA2490.1,ZFP3,1,166,0,61,1,105,30,2458,0.490505050505051,0.718622935244953,1
MA0154.3,EBF1,1,166,1,61,0,105,31,2458,0.474486803519062,0.71884719772104,1
MA1937.1,ERF::HOXB13,1,166,0,61,1,105,31,2458,0.474486803519062,0.71884719772104,1
MA0646.1,GCM1,1,166,0,61,1,105,31,2458,0.474486803519062,0.71884719772104,1
MA0778.1,NFKB2,1,166,1,61,0,105,31,2458,0.474486803519062,0.71884719772104,1
MA0507.2,POU2F2,1,166,0,61,1,105,32,2458,0.459469696969697,0.719644972996324,1
MA1120.2,SOX13,118,166,40,61,78,105,1777,2458,0.942107484524479,0.721093546191247,1
MA0477.2,FOSL1,23,166,7,61,16,105,321,2458,1.0707579025336,0.722679786474571,1
MA1639.2,MEIS1,45,166,18,61,27,105,708,2458,0.919246393052248,0.722935005249645,1
MA1971.2,ZBED2,51,166,9,61,42,105,721,2458,1.06840740517397,0.724994271787552,1
MA1554.1,RFX7,47,166,15,61,32,105,734,2458,0.927666979598379,0.726049490481208,1
MA1959.1,KLF7,114,166,42,61,72,105,1724,2458,0.933383901481349,0.726267760779677,1
MA1966.2,TFAP4::ETV1,1,166,1,61,0,105,36,2458,0.407744107744108,0.727798768194319,1
MA2681.1,KLF8,49,166,13,61,36,105,765,2458,0.926842075861684,0.7289411708221,1
MA0803.1,TBX15,50,166,17,61,33,105,778,2458,0.93076854888751,0.730336716276765,1
MA0892.2,GSX1,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA1498.3,HOXA7,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA0902.3,HOXB2,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA0903.2,HOXB3,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA1504.2,HOXC4,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA1507.2,HOXD4,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA2682.1,MYT1L,156,166,54,61,102,105,2320,2458,0.927931034482759,0.730473630659722,1
MA0675.2,NKX6-2,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA0132.3,PDX1,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA0723.3,VAX2,156,166,53,61,103,105,2320,2458,0.927931034482759,0.730473630659722,1
MA0913.2,HOXD9,54,166,22,61,32,105,770,2458,1.0569573283859,0.730564971071978,1
MA1501.2,HOXB7,111,166,34,61,77,105,1674,2458,0.945193874226132,0.7316528548706,1
MA1523.1,MSANTD3,57,166,17,61,40,105,813,2458,1.05809269101865,0.733970871514831,1
MA0659.2,MAFG,3,166,1,61,2,105,36,2458,1.23824130879346,0.734333576784223,1
MA0620.3,MITF,3,166,1,61,2,105,36,2458,1.23824130879346,0.734333576784223,1
MA0627.2,POU2F3,23,166,8,61,15,105,371,2458,0.904774470812207,0.736914234903668,1
MA0593.1,FOXP2,63,166,20,61,43,105,901,2458,1.0569809165652,0.739920381934046,1
MA0090.3,TEAD1,24,166,6,61,18,105,384,2458,0.912852112676056,0.741083118641622,1
MA0477.3,FOSL1,28,166,11,61,17,105,388,2458,1.08247422680412,0.741665907075868,1
MA0490.3,JUNB,28,166,11,61,17,105,388,2458,1.08247422680412,0.741665907075868,1
MA0042.1,FOXI1,100,166,27,61,73,105,1514,2458,0.944717985669108,0.742060234597001,1
MA0695.3,ZBTB7C,104,166,38,61,66,105,1499,2458,1.07314553788547,0.742260280602816,1
MA0913.3,HOXD9,66,166,25,61,41,105,947,2458,1.05307286166843,0.742701806572249,1
MA1708.1,ETV7,28,166,10,61,18,105,392,2458,1.06935817805383,0.74310234404719,1
MA0148.5,FOXA1,68,166,20,61,48,105,974,2458,1.05720152537401,0.743519268185418,1
MA0904.2,HOXB5,98,166,29,61,69,105,1483,2458,0.947503074054976,0.743713068796106,1
MA1525.1,NFATC4,101,166,28,61,73,105,1456,2458,1.06933643279797,0.744138693150363,1
MA0258.2,ESR2,3,166,2,61,1,105,39,2458,1.14157621519585,0.746434494336654,1
MA0495.3,MAFF,3,166,1,61,2,105,39,2458,1.14157621519585,0.746434494336654,1
MA0761.3,ETV1,75,166,28,61,47,105,1075,2458,1.06031178124201,0.746727265543487,1
MA2537.1,SALL3,72,166,24,61,48,105,1106,2458,0.936324112192682,0.747200101752502,1
MA0700.2,LHX2,76,166,25,61,51,105,1091,2458,1.0580710866687,0.74722679857327,1
MA2333.1,ZNF35,74,166,22,61,52,105,1134,2458,0.939115098535388,0.747750615135013,1
MA2536.1,PRDM13,26,166,13,61,13,105,415,2458,0.914251290877797,0.748302695797392,1
MA1971.1,ZBED2,12,166,3,61,9,105,164,2458,1.08995882166614,0.748373027938771,1
MA0018.5,CREB1,28,166,10,61,18,105,446,2458,0.915318125690518,0.754794888932999,1
MA0610.1,DMRT3,32,166,14,61,18,105,450,2458,1.06560530679934,0.756178532666005,1
MA0136.2,ELF5,33,166,9,61,24,105,462,2458,1.07196562835661,0.758365135585652,1
MA0837.1,CEBPE,11,166,5,61,6,105,185,2458,0.871944202266783,0.761817800229044,1
MA0502.3,NFYB,31,166,12,61,19,105,488,2458,0.92698846387371,0.763389682904805,1
MA2576.1,ZXDB,135,166,52,61,83,105,1965,2458,1.09258803250431,0.763440188344155,1
MA1574.2,THRB,2,166,1,61,1,105,45,2458,0.653929539295393,0.766387202009836,1
MA1946.1,ETV5::FOXI1,2,166,1,61,1,105,46,2458,0.639448568398727,0.766574551556794,1
MA0831.3,TFE3,2,166,1,61,1,105,46,2458,0.639448568398727,0.766574551556794,1
MA1133.1,JUN::JUNB,2,166,0,61,2,105,49,2458,0.599552015928323,0.76901289467865,1
MA0473.1,ELF1,12,166,2,61,10,105,205,2458,0.856382641748495,0.770397948161093,1
MA2594.1,DMTF1,2,166,2,61,0,105,51,2458,0.575561932089909,0.772047711087922,1
MA0486.2,HSF1,2,166,0,61,2,105,51,2458,0.575561932089909,0.772047711087922,1
MA1133.2,JUN::JUNB,2,166,0,61,2,105,51,2458,0.575561932089909,0.772047711087922,1
MA1421.1,TCF7L1,2,166,2,61,0,105,51,2458,0.575561932089909,0.772047711087922,1
MA0489.1,JUN,15,166,3,61,12,105,208,2458,1.07456698930209,0.773587681426299,1
MA0658.1,LHX6,36,166,11,61,25,105,563,2458,0.932094548435579,0.774827873899248,1
MA0149.1,EWSR1-FLI1,4,166,3,61,1,105,51,2458,1.16533526991043,0.776063822933391,1
